Name,Address,Closed bucket,Distance,Latitude,Longitude
Express Pizza,"447 Church St (at Alexander St.), Toronto ON M4Y 2C5",Unsure,978,43.663376,-79.392125
Pizza Pizza,"761 Bay St, Toronto ON M5G 2R2",LikelyOpen,722,43.663376,-79.392125
Pizza Pizza,"471 Yonge St, Toronto ON M4Y 1X4",LikelyOpen,719,43.663376,-79.392125
La Pizza & la Pasta - Eataly Toronto,"55 Bloor St W, Toronto ON M4W 1A6",LikelyOpen,592,43.663376,-79.392125
Pi Co,"180 Bloor St W, Toronto ON M5S 2V6",LikelyOpen,604,43.663376,-79.392125
Pizzaiolo,"770 Bay St (College St), Toronto ON M5G 0A6",LikelyOpen,616,43.663376,-79.392125
Boston Pizza,"401 Yonge St, Toronto ON M5B 1S9",LikelyOpen,928,43.663376,-79.392125
Pizza Pizza,"68 Wellesley St E, Toronto ON M4Y 1H2",LikelyOpen,940,43.663376,-79.392125
King David Pizza,"600 University Ave, Toronto ON M5G 1X5",Unsure,659,43.663376,-79.392125
Domino's Pizza,"478 Yonge St, Toronto ON M4Y 1X5",LikelyOpen,671,43.663376,-79.392125
8 Mile Detroit Style Pizza,"9 Charles St W, Toronto ON M4Y 1R4",VeryLikelyOpen,710,43.663376,-79.392125
Parkside Deli,"146 Cumberland St (btwn Avenue Rd. & Bay St.), Toronto ON M5R 1A8",LikelyOpen,744,43.663376,-79.392125
La Pizza & la Pasta,"45 Bloor St W, Toronto ON M4W 1A5",VeryLikelyOpen,777,43.663376,-79.392125
Pizza Alla Pala,"50 Bloor St W, Toronto ON M4W 1A1",LikelyOpen,791,43.663376,-79.392125
Panago,"717 Bay St (St. Clair), Toronto ON",LikelyOpen,801,43.663376,-79.392125
Three Kingdoms Pizza,"5 Baldwin St (McCaul), Toronto ON M5T 1L1",LikelyOpen,810,43.663376,-79.392125
Pizzaiolo Gourmet Pizza,"707 Yonge St (at Hayden St.), Toronto ON M4Y 2B2",Unsure,814,43.663376,-79.392125
Mamma's Pizza,"Yonge St, Toronto ON",LikelyOpen,862,43.663376,-79.392125
Cora Pizza,"1 U002F2 Spadina Ave, Toronto ON M5S 2H7",LikelyOpen,832,43.663376,-79.392125
Pizza Nova,"267 College St (at Spadina Ave), Toronto ON M5T 1R6",LikelyOpen,871,43.663376,-79.392125
Piccolo Piano Pizzeria,"89 Harbord St, Toronto ON M5S 1G4",LikelyOpen,916,43.663376,-79.392125
Pizza Studio,"500 Church St (Alexander St), Toronto ON M4Y 2C8",LikelyOpen,936,43.663376,-79.392125
Pizza Italia,"372 Yonge St, Toronto ON M5B 1S6",Unsure,954,43.663376,-79.392125
Big 3 Detroit Style Pizza,"555 Church St, Toronto ON M4Y 2E2",LikelyOpen,966,43.663376,-79.392125
Slice New York,"633 Bay St (at Bay), Toronto ON M5G 1C9",LikelyOpen,989,43.663376,-79.392125
Pizza Nova,"568 Church St (at Wellesley St E), Toronto ON M4Y 2E3",LikelyOpen,911,43.663376,-79.392125
Papa Ceo Fine Italian Foods & Pizza,"654 Spadina Ave, Toronto ON M5S 2H7",LikelyOpen,830,43.663376,-79.392125
Ziad Boshmaf the Saj,"199 College St, Toronto ON M5T 1P9",Unsure,565,43.663376,-79.392125
Pizza Nova,"526 Church St, Toronto ON M4Y 2E1",LikelyOpen,922,43.663376,-79.392125
Pizza Pizza,"2731 Jane St, North York ON M3L 1S3",LikelyOpen,249,43.73901341370186,-79.51286317927207
Pizzeria Libretto,"221 Ossington Ave (at Dundas St W), Toronto ON M6J 2Z8",VeryLikelyOpen,348,43.651145,-79.423742
Pizzeria Badiali,"181 Dovercourt Rd (at Argyle St), Toronto ON M6J 3C6",VeryLikelyOpen,531,43.651145,-79.423742
Bar Poet,"1090 Queen St W (Dovercourt Road), Toronto ON M6J 1H8",VeryLikelyOpen,839,43.651145,-79.423742
Bitondo Pizzeria,"11 Clinton St (at Henderson Ave), Toronto ON M6J 2N7",LikelyOpen,896,43.651145,-79.423742
Superpoint,"184A Ossington Ave Main (at Halton St), Toronto ON M6J 2Z7",LikelyOpen,389,43.651145,-79.423742
Terrazza,"372 Harbord St (shaw), Toronto ON M6G 1H9",VeryLikelyOpen,893,43.651145,-79.423742
Marinella,"640 College St (College and Grace), Toronto ON M6G 1B4",LikelyOpen,797,43.651145,-79.423742
Brass Taps Pizza Pub,"934 College St (Dovercourt), Toronto ON M6H 1A4",LikelyOpen,347,43.651145,-79.423742
Cafe Diplomatico,"594 College St (Clinton St), Toronto ON M6G 1B3",LikelyOpen,917,43.651145,-79.423742
San Francesco Foods,"10 Clinton St, Toronto ON M6J 2N8",VeryLikelyOpen,876,43.651145,-79.423742
Regina Pizzeria & Trattoria,"782 College St (btwn Shaw St & Roxton Rd), Toronto ON M6G 1C6",VeryLikelyOpen,473,43.651145,-79.423742
Trattoria Taverniti,"591 College St, Toronto ON M6G 1B2",LikelyOpen,938,43.651145,-79.423742
King Slice,"1130 Queen St W, Toronto ON M6J 1J3",LikelyOpen,876,43.651145,-79.423742
North of Brooklyn Pizzeria,"1181 Dundas St W, Toronto ON M6J 1X3",LikelyOpen,299,43.651145,-79.423742
Levetto,"940 College St (Dovercourt), Toronto ON M6H 1A5",LikelyOpen,367,43.651145,-79.423742
Gino's Pizza,"802 College St (at Roxton Rd.), Toronto ON M6G 1C8",LikelyOpen,435,43.651145,-79.423742
Pizzaville,"796 College St, Toronto ON M6G 1C6",LikelyOpen,457,43.651145,-79.423742
Delisso Pizza & Wings,"772 College St, Toronto ON M6G 1C6",LikelyOpen,508,43.651145,-79.423742
Amato,"770 College St (Shaw), Toronto ON M6G 1C6",LikelyOpen,508,43.651145,-79.423742
Giovanni's Italian Kitchen & Pizza Bar,"760A College St, Toronto ON M6G 1C4",LikelyOpen,560,43.651145,-79.423742
Tony's & Nick's Place,"1470 Dundas St W, Toronto ON M6J 1Y6",LikelyOpen,612,43.651145,-79.423742
Blondie’s Pizza,"88 Ossington Ave, Toronto ON M6J 2Z4",LikelyOpen,632,43.651145,-79.423742
Pizza Nova,"703 College St (at Montrose), Toronto ON M6G 1C2",Unsure,634,43.651145,-79.423742
Standard Club,"667 College St, Toronto ON M6G 1B9",LikelyOpen,700,43.651145,-79.423742
Papa John's Pizza,"653 College St, Toronto ON M6G 1B7",LikelyOpen,734,43.651145,-79.423742
Danny's Pizza Tavern,"611 College St, Toronto ON M6G 1B5",VeryLikelyOpen,841,43.651145,-79.423742
Slow South Pizza,"1588 Dundas St W (Brock & Dundas), Toronto ON M6K 1T8",LikelyOpen,890,43.651145,-79.423742
Tav's Gnocchi Pizza Bar,"589 College St, Toronto ON M6G 1B2",LikelyOpen,927,43.651145,-79.423742
Pizzeria Libretto,"589 College St, Toronto ON M6G 1B2",LikelyOpen,947,43.651145,-79.423742
Pizza Pizza,"1124 Queen St W, Toronto ON M6J 1J3",LikelyOpen,868,43.651145,-79.423742
Capitol Trattoria Pizzeria,"597 College St, Toronto ON M6G 1B5",Unsure,894,43.651145,-79.423742
Pizzeria Libretto,"155 University Ave (at Pearl St), Toronto ON M5H 3B7",VeryLikelyOpen,437,43.647259,-79.379878
Terroni,"57A Adelaide St E (at Church St.), Toronto ON M5C 1K6",VeryLikelyOpen,533,43.647259,-79.379878
Bellissimo Pizzaria & Ristorante,"164 the Esplanade (at Frederick St), Toronto ON M5A 4A5",LikelyOpen,912,43.647259,-79.379878
Taverna Mercatto,"120 Bremner Blvd, Toronto ON M5J 0A8",LikelyOpen,582,43.647259,-79.379878
La Bettola Di Terroni,"106 Victoria St, Toronto ON M5C 2B4",LikelyOpen,546,43.647259,-79.379878
Hey Lucy Cafe,"295 King St W (at John St.), Toronto ON M5V 1J5",LikelyOpen,822,43.647259,-79.379878
Jz's Pizza,"232 Wellington St W, Toronto ON M5V 3W1",VeryLikelyOpen,818,43.647259,-79.379878
Pizzaiolo,"104 Yonge St (at Adelaide St W), Toronto ON M5C 2Y6",LikelyOpen,325,43.647259,-79.379878
St Lawrence Pizza & Ice Cream,"93 Front St E (St Lawrence Market (Upper Level 36)), Toronto ON M5E 1C3",VeryLikelyOpen,678,43.647259,-79.379878
Boston Pizza,"250 Front St W (John St), Toronto ON M5V 3G5",LikelyOpen,776,43.647259,-79.379878
Pizza Pizza,"Food Court Union, Toronto ON",LikelyOpen,321,43.647259,-79.379878
Il Fornello,"214 King St W (at Simcoe St.), Toronto ON M5H 3S6",LikelyOpen,551,43.647259,-79.379878
Pizza Hut,"77 Lower Jarvis St, Toronto ON M5E 1R8",VeryLikelyOpen,757,43.647259,-79.379878
Pizza Rustica,"37 Blue Jays Way, Toronto ON M5V 9G9",VeryLikelyOpen,996,43.647259,-79.379878
Mr. Pizza,"16 Yonge St (Yonge And Harbour), Toronto ON M5E 2A1",LikelyOpen,527,43.647259,-79.379878
Pizza Pizza,"100 Training Ave, Toronto ON A1A 1A1",LikelyOpen,304,43.647259,-79.379878
Pizza Pizza,"208 Queens Quay W, Toronto ON M5J 2Y5",VeryLikelyOpen,854,43.647259,-79.379878
Pizzaiola Gourmet Pizza,"100 Adelaide St W, Toronto ON M5H 1S3",LikelyOpen,339,43.647259,-79.379878
Uncle Tony's,"38 Wellington St E (Wellington and Scott), Toronto ON M5E 1C7",LikelyOpen,411,43.647259,-79.379878
Mamma's Pizza,"127 Yonge St, Toronto ON M5C 1W4",VeryLikelyOpen,416,43.647259,-79.379878
Za Cafe Pizzeria + Bar,"372 Bay St, Toronto ON M5H 2W9",VeryLikelyOpen,434,43.647259,-79.379878
Pi Co,"60 Colborne St, Toronto ON M5E 0B7",VeryLikelyOpen,500,43.647259,-79.379878
Pizza Rustica,"95 King St E, Toronto ON M5C 1G4",LikelyOpen,506,43.647259,-79.379878
The Good Son Pizza,"111 Richmond St W, Toronto ON M5H 2G4",LikelyOpen,513,43.647259,-79.379878
Bene,"176 Yonge St (at Queen St W), Toronto ON M5C 2L7",LikelyOpen,552,43.647259,-79.379878
Pizza Forno,"217 Adelaide St W, Toronto ON M5H 1W7",LikelyOpen,642,43.647259,-79.379878
Domino's Pizza,"67 Richmond St East NO, Toronto ON M5C 1N9",LikelyOpen,704,43.647259,-79.379878
Pizzaface Italian Bar + Kitchen,"221 Richmond St W, Toronto ON M5V 1W2",LikelyOpen,791,43.647259,-79.379878
Pizza Rustica Boutique,"232 Wellington St W (John), Toronto ON M5V 3W1",LikelyOpen,797,43.647259,-79.379878
Extreme Pita,"209 Victoria St (in Keenan Research Centre lobby), Toronto ON M5B 1T8",LikelyOpen,832,43.647259,-79.379878
Gino's Pizza,"63 Brant Ave, Brantford ON N3T 3H2",VeryLikelyOpen,862,43.647259,-79.379878
Pizza Nova,"1 Blue Jays Way, Toronto ON M5V 1J3",LikelyOpen,923,43.647259,-79.379878
Pi Co Pizza Bar,"16 Richardson Ave, Toronto ON M6M 3R6",LikelyOpen,937,43.647259,-79.379878
PizzaForno,"225 King St East, Toronto ON M5A 1J9",VeryLikelyOpen,963,43.647259,-79.379878
Pizza Pizza,"109 Front St E, Toronto ON M5A 4P7",LikelyOpen,757,43.647259,-79.379878
Sbarro,"220 Yonge St (in Toronto Eaton Centre), Toronto ON M5B 2H1",LikelyOpen,909,43.647259,-79.379878
Vesuviana's Lotta Pizza,"128 Hucknall Rd 2, Toronto ON M3J 1V8",Unsure,307,43.647259,-79.379878
Boston Pizza,"11 Channel Ave, Toronto ON M5J 1Y6",LikelyOpen,768,43.647259,-79.379878
Filet of Sole Sea Grill Ltd,"321 King St E, Toronto ON M5A 1L1",Unsure,883,43.647259,-79.379878
Pizza Pizza,"200 King St E, Toronto ON M5A 3W8",VeryLikelyOpen,922,43.647259,-79.379878
Lambretta,"89 Roncesvalles Ave, Toronto ON M6R 2K6",LikelyOpen,238,43.6397,-79.44865
GOURMET PIZZA Bar & Grill,"133 Roncesvalles Ave (Queen), Toronto ON M6R 2L2",LikelyOpen,395,43.6397,-79.44865
CiCi's Pizza,"1618 Queen St W (Callender St), Toronto ON M6R 1A8",VeryLikelyOpen,533,43.6397,-79.44865
Roma Pizza,"Queen St W (Lansdowne), Toronto ON",LikelyOpen,780,43.6397,-79.44865
241 Pizza,"1468 Queen St W (Queen), Toronto ON M6K 1M4",LikelyOpen,943,43.6397,-79.44865
Di Roma Pizza,"1407 Queen St W, Toronto ON M6K 1M3",LikelyOpen,955,43.6397,-79.44865
F'Amelia,"12 Amelia St (Parliament St), Toronto ON M4X 1E1",VeryLikelyOpen,405,43.666233,-79.373327
North of Brooklyn Pizzeria,"469 Church St (at Wellesley St.), Toronto ON M4Y 2C5",VeryLikelyOpen,588,43.666233,-79.373327
Domino's Pizza,"159 Wellesley St E (at Wellesley), Toronto ON M4Y 0H5",LikelyOpen,103,43.666233,-79.373327
Pizza Pizza,"560 Parliament St (Prospect), Toronto ON M4X 1P8",LikelyOpen,332,43.666233,-79.373327
Express Pizza,"447 Church St (at Alexander St.), Toronto ON M4Y 2C5",Unsure,593,43.666233,-79.373327
Pizza Pizza,"297 Wellesley St E, Toronto ON M4X 1G9",LikelyOpen,347,43.666233,-79.373327
Pizza Pizza,"68 Wellesley St E, Toronto ON M4Y 1H2",LikelyOpen,610,43.666233,-79.373327
Salt & Tobacco,"521 Parliament St, Toronto ON M4X 1P3",LikelyOpen,428,43.666233,-79.373327
241 Pizza,"451 Parliament St (Spruce St), Toronto ON M5A 3A3",LikelyOpen,553,43.666233,-79.373327
Wing Machine,"443 Parliament St (at Spruce St), Toronto ON M5A 3A1",LikelyOpen,598,43.666233,-79.373327
Panago Pizza Inc,"570 Jarvis St (Charles St E.), Toronto ON M4Y 0C1",LikelyOpen,616,43.666233,-79.373327
Pizza Studio,"500 Church St (Alexander St), Toronto ON M4Y 2C8",LikelyOpen,630,43.666233,-79.373327
Big 3 Detroit Style Pizza,"555 Church St, Toronto ON M4Y 2E2",LikelyOpen,647,43.666233,-79.373327
Pizza Nova,"568 Church St (at Wellesley St E), Toronto ON M4Y 2E3",LikelyOpen,648,43.666233,-79.373327
Assembli Pizza,"373 Church St, Toronto ON M5B 1Z9",LikelyOpen,720,43.666233,-79.373327
Panzerotto Pizza,"1158 Bloor St W (at Russett), Toronto ON M6H 1N1",LikelyOpen,728,43.666233,-79.373327
Pi Co,"432 Church St, Toronto ON M5B 2A4",LikelyOpen,743,43.666233,-79.373327
Bocconcini Pizza & Wings,"96 Gerrard St E, Toronto ON M5B 1G7",LikelyOpen,750,43.666233,-79.373327
Pizza Pizza,"471 Yonge St, Toronto ON M4Y 1X4",LikelyOpen,934,43.666233,-79.373327
Fantastico Pizza,"288 Kerr St, Toronto ON",LikelyOpen,805,43.666233,-79.373327
George's Pizza,"252 Dundas St E, Toronto ON M5A 1Z6",Unsure,892,43.666233,-79.373327
Papa John's Pizza,"200 Dundas St E, Toronto ON M5R 4R2",LikelyOpen,929,43.666233,-79.373327
Pi Co,"180 Bloor St W (Church), Toronto ON M5S 2V6",LikelyOpen,950,43.666233,-79.373327
Domino's Pizza,"478 Yonge St, Toronto ON M4Y 1X5",LikelyOpen,953,43.666233,-79.373327
Gino's Pizza,"443 Parliament St, Toronto ON M5A 3A1",LikelyOpen,598,43.666233,-79.373327
Pizza Nova,"526 Church St, Toronto ON M4Y 2E1",LikelyOpen,623,43.666233,-79.373327
Pizzaiolo,"366 Bloor St E, Toronto ON M4W 1H4",LikelyOpen,780,43.666233,-79.373327
Pi Co,"1200 Bay St, Toronto ON M5R 2A5",LikelyOpen,241,43.672152,-79.39018
Mamma's Pizza,"807 Yonge St, Toronto ON M4W 2G9",LikelyOpen,220,43.672152,-79.39018
Pizza Hut,"810 Church St, Toronto ON M4W 2M9",VeryLikelyOpen,396,43.672152,-79.39018
Pizza Nova,"1001 Bay St (St Joseph), Toronto ON M5S 3A6",LikelyOpen,784,43.672152,-79.39018
Pizza Alla Pala,"50 Bloor St W, Toronto ON M4W 1A1",LikelyOpen,268,43.672152,-79.39018
La Pizza & la Pasta,"45 Bloor St W, Toronto ON M4W 1A5",VeryLikelyOpen,313,43.672152,-79.39018
Parkside Deli,"146 Cumberland St (btwn Avenue Rd. & Bay St.), Toronto ON M5R 1A8",LikelyOpen,315,43.672152,-79.39018
Pizzaiolo Gourmet Pizza,"707 Yonge St (at Hayden St.), Toronto ON M4Y 2B2",Unsure,431,43.672152,-79.39018
Pizza Hut,"1086 Yonge St, Toronto ON M4W 2L4",LikelyOpen,642,43.672152,-79.39018
8 Mile Detroit Style Pizza,"9 Charles St W, Toronto ON M4Y 1R4",VeryLikelyOpen,491,43.672152,-79.39018
Pi Co,"180 Bloor St W, Toronto ON M5S 2V6",LikelyOpen,555,43.672152,-79.39018
Pi Co,"180 Bloor St W (Church), Toronto ON M5S 2V6",LikelyOpen,592,43.672152,-79.39018
La Pizza & la Pasta - Eataly Toronto,"55 Bloor St W, Toronto ON M4W 1A6",LikelyOpen,648,43.672152,-79.39018
Blondies,"265 Davenport Rd, Toronto ON M5R 1J9",LikelyOpen,680,43.672152,-79.39018
Panago Pizza Inc,"570 Jarvis St (Charles St E.), Toronto ON M4Y 0C1",LikelyOpen,896,43.672152,-79.39018
Big 3 Detroit Style Pizza,"555 Church St, Toronto ON M4Y 2E2",LikelyOpen,906,43.672152,-79.39018
Panzerotto Pizza,"1158 Bloor St W (at Russett), Toronto ON M6H 1N1",LikelyOpen,947,43.672152,-79.39018
Pizza Nova,"568 Church St (at Wellesley St E), Toronto ON M4Y 2E3",LikelyOpen,982,43.672152,-79.39018
Pizzaiolo,"366 Bloor St E, Toronto ON M4W 1H4",LikelyOpen,975,43.672152,-79.39018
Golden Pizza,"1201 Broadview Ave (at Gamble Ave.), Toronto ON M4K 2T1",LikelyOpen,378,43.690237,-79.350119
241 Pizza,"1050 Pape Ave, Toronto ON M4K 3W2",LikelyOpen,66,43.690237,-79.350119
Brothers Pizza & Wings,"976 Pape Avenue Unit A, Toronto ON M4K 3V7",LikelyOpen,303,43.690237,-79.350119
La Grotta Pizzeria,"951 Pape Ave (at Westwood Ave), Toronto ON M4K 3V6",LikelyOpen,424,43.690237,-79.350119
The Chocolate Pizza Shoppe,"20 Gamble Ave, Toronto ON M4K 2G9",Unsure,287,43.690237,-79.350119
Pizza Hut,"2070 Queen St E, Toronto ON M4E 1C9",LikelyOpen,223,43.671349,-79.29451
Mamma's Pizza,"2118 Queen St E (Queen & Hammersmith), Toronto ON M4E 1E2",LikelyOpen,33,43.671349,-79.29451
Pizzaiolo,"2253 Queen St E, Toronto ON M4E 1G3",LikelyOpen,39,43.671349,-79.29451
Cityruns,"2255B Queen St E, Toronto ON M4E 1G3",LikelyOpen,44,43.671349,-79.29451
Pizzaville,"1971 Queen St E, Toronto ON M4L 1H9",VeryLikelyOpen,571,43.671349,-79.29451
Pizza Nova,"1928 Queen St E (at Elmer Ave), Toronto ON M4L 1H5",LikelyOpen,780,43.671349,-79.29451
Otherside Pizza,"1911 Queen St E, Toronto ON M4L 1H3",VeryLikelyOpen,837,43.671349,-79.29451
Star of Kingston,"452 Kingston Rd (Waverley & Kingston), Toronto ON M4L 1V3",LikelyOpen,997,43.671349,-79.29451
Pizza Hut,"609 Kingston Rd, Toronto ON M4E 1R3",LikelyOpen,868,43.671349,-79.29451
North of Brooklyn Pizzeria,"650 1/2 Queen St W (Palmerston Ave), Toronto ON M6J 1E4",LikelyOpen,398,43.645469,-79.411084
Pizzeria Libretto,"221 Ossington Ave (at Dundas St W), Toronto ON M6J 2Z8",VeryLikelyOpen,859,43.645469,-79.411084
Bar Poet,"1090 Queen St W (Dovercourt Road), Toronto ON M6J 1H8",VeryLikelyOpen,915,43.645469,-79.411084
The Fourth Man in the Fire,"832 Dundas St W, Toronto ON M6J 1V3",VeryLikelyOpen,708,43.645469,-79.411084
Bitondo Pizzeria,"11 Clinton St (at Henderson Ave), Toronto ON M6J 2N7",LikelyOpen,984,43.645469,-79.411084
Queen Margherita Pizza,"772 Dundas St W (Bathurst), Toronto ON M6J 1V1",LikelyOpen,797,43.645469,-79.411084
Superpoint,"184A Ossington Ave Main (at Halton St), Toronto ON M6J 2Z7",LikelyOpen,838,43.645469,-79.411084
San Francesco Foods,"10 Clinton St, Toronto ON M6J 2N8",VeryLikelyOpen,963,43.645469,-79.411084
Domino's Pizza,"51 Niagara St (at Bathurst St), Toronto ON M5V 1C3",LikelyOpen,833,43.645469,-79.411084
Panago Pizza Inc,"120 Lynn Williams St (Liberty Village), Toronto ON M6K 3N6",LikelyOpen,884,43.645469,-79.411084
Village Pizza Dundas,"761 Dundas St W, Toronto ON M6J 1T9",LikelyOpen,812,43.645469,-79.411084
Pizzaiolo,"609 Queen St W (Bathurst), Toronto ON M5V 2B7",Unsure,716,43.645469,-79.411084
Pizza Nova,"901 King St W (at Strachan Ave), Toronto ON M5V 3H5",LikelyOpen,380,43.645469,-79.411084
Pizza Hut,"720 King St W, Toronto ON M5V 2T3",LikelyOpen,562,43.645469,-79.411084
Pizzaiolo,"624 Queen St W, Toronto ON M6J 1E4",LikelyOpen,478,43.645469,-79.411084
Freshslice Pizza,"744 King St W, Toronto ON M5V 1N3",LikelyOpen,534,43.645469,-79.411084
Pizza Pizza,"655 Queen St W, Toronto ON M6J 1E6",LikelyOpen,582,43.645469,-79.411084
Pizza Thick & the Ice Cream Bake Shop,"536 Queen St W, Toronto ON M5V 2B5",LikelyOpen,716,43.645469,-79.411084
Blondie’s Pizza,"88 Ossington Ave, Toronto ON M6J 2Z4",LikelyOpen,722,43.645469,-79.411084
Pizza Aiolo,"609 Queen St W, Toronto ON M5V 2B7",LikelyOpen,726,43.645469,-79.411084
Amato Pizza on Queen,"534 Queen St W, Toronto ON M5V 2B5",LikelyOpen,738,43.645469,-79.411084
Pizzaiolo,"615 King St W (Bathurst), Toronto ON M5V 1M5",VeryLikelyOpen,838,43.645469,-79.411084
Golden Phoebe Tree Inc,"120 Lynn Williams St, Toronto ON M6K 3N6",LikelyOpen,865,43.645469,-79.411084
Gino's Pizza,"399 Bathurst St (Dundas), Toronto ON M5T 2S8",LikelyOpen,901,43.645469,-79.411084
North of Brooklyn Pizzeria,"1181 Dundas St W, Toronto ON M6J 1X3",LikelyOpen,905,43.645469,-79.411084
Pizzaville,"171 E Liberty St, Toronto ON M6K 3P6",VeryLikelyOpen,995,43.645469,-79.411084
Carino Crosta Restaurant,"68 Sudbury St, Toronto ON M6J 0B7",Unsure,960,43.645469,-79.411084
Panago Pizza Inc,"109 Atlantic Ave, Toronto ON M6K 1X4",Unsure,990,43.645469,-79.411084
Descendant Detroit Style Pizza,"1168 Queen St E (At Jones Ave), Toronto ON M4M 1L4",VeryLikelyOpen,452,43.661673,-79.337789
Blondies Pizza,"1555 Dundas St E, Toronto ON M4L 1K9",VeryLikelyOpen,837,43.661673,-79.337789
Pizza Pide,"949 Gerrard St E (Pape Ave.), Toronto ON M4M 1Z1",Unsure,736,43.661673,-79.337789
Samaira kitchen,"1056 Queen St E, Toronto ON M4M 1K5",LikelyOpen,31,43.661673,-79.337789
Slowhand Sourdough Pizza,"99 Pape Ave (Queen St East), Toronto ON M4M 2V7",VeryLikelyOpen,47,43.661673,-79.337789
Gelato Pizza,"1091 Queen St E (Winnifred Avenue), Toronto ON M4M 1K7",LikelyOpen,139,43.661673,-79.337789
Domino's Pizza,"1131 Queen St E, Toronto ON M4M 1K9",VeryLikelyOpen,247,43.661673,-79.337789
Blackout Cafe Bar & Lounge,"1201 Dundas St E (Carlaw), Toronto ON M4M 1S2",LikelyOpen,440,43.661673,-79.337789
La Grotta Ristorante Pizzeria,"951 Pape Ave, Toronto ON M4K 3V6",LikelyOpen,453,43.661673,-79.337789
Maker Pizza,"388 Carlaw Ave, Toronto ON M4M 2T4",LikelyOpen,592,43.661673,-79.337789
Pizza Pizza,"1063 Gerrard St E, Toronto ON M4M 1Z9",LikelyOpen,855,43.661673,-79.337789
241 Pizza,"1016 Gerrard St E (Marjory Ave.), Toronto ON M4M 1Z3",LikelyOpen,812,43.661673,-79.337789
Vatican Gift Shop,"1047 Gerrard St E (Jone Ave), Toronto ON M4M 1Z7",VeryLikelyOpen,818,43.661673,-79.337789
Little Caesars Pizza,"457 Carlaw Ave, Toronto ON M4K 3H9",VeryLikelyOpen,849,43.661673,-79.337789
Yum Yum Cafe,"234 Jones Ave, Toronto ON M4M 3A6",LikelyOpen,879,43.661673,-79.337789
Pizzaiolo Gourmet Pizza,"722 Queen St E, Toronto ON M4M 1H2",LikelyOpen,968,43.661673,-79.337789
Pizza Nova,"714 Queen St E (Broadview), Toronto ON M4M 1H2",LikelyOpen,985,43.661673,-79.337789
Boston Pizza,"1015 Lake Shore Blvd E, Toronto ON M4M 1B4",Unsure,747,43.661673,-79.337789
North of Brooklyn Pizzeria,"650 1/2 Queen St W (Palmerston Ave), Toronto ON M6J 1E4",LikelyOpen,488,43.64269799619999,-79.4049993694586
Fusaro's Kitchen,"147 Spadina Ave (at Richmond St. W.), Toronto ON M5V 2L7",VeryLikelyOpen,937,43.64269799619999,-79.4049993694586
Domino's Pizza,"51 Niagara St (at Bathurst St), Toronto ON M5V 1C3",LikelyOpen,257,43.64269799619999,-79.4049993694586
Mamma's Pizza,"405 Richmond St W (at Spadina Ave.), Toronto ON M5V 1X3",LikelyOpen,951,43.64269799619999,-79.4049993694586
Pizza Hut,"720 King St W, Toronto ON M5V 2T3",LikelyOpen,134,43.64269799619999,-79.4049993694586
Pizzaiolo,"609 Queen St W (Bathurst), Toronto ON M5V 2B7",Unsure,577,43.64269799619999,-79.4049993694586
Freshslice Pizza,"744 King St W, Toronto ON M5V 1N3",LikelyOpen,104,43.64269799619999,-79.4049993694586
Pizza Nova,"901 King St W (at Strachan Ave), Toronto ON M5V 3H5",LikelyOpen,513,43.64269799619999,-79.4049993694586
Pizzaiolo,"624 Queen St W, Toronto ON M6J 1E4",LikelyOpen,481,43.64269799619999,-79.4049993694586
Pizzaiolo,"615 King St W (Bathurst), Toronto ON M5V 1M5",VeryLikelyOpen,373,43.64269799619999,-79.4049993694586
Pizza Pizza,"655 Queen St W, Toronto ON M6J 1E6",LikelyOpen,489,43.64269799619999,-79.4049993694586
Pizza Aiolo,"609 Queen St W, Toronto ON M5V 2B7",LikelyOpen,562,43.64269799619999,-79.4049993694586
